Nitrat;huek_250_he;buek_200_bodtyp;clc5_2018;gk_1000;humus_1000;hyraum_tr;Thuenen_2019;mundialis;NDVI
2;469;32;15;659;7;10101;10;20;7677
15.23333333;573;5;3;579;7;6402;888;20;6332
0.46;267;14;16;24;5;3101;888;20;7445
14.6952381;321;14;16;999;11;10101;888;10;4414
7.7375;263;14;2;65;13;3101;888;40;4614
29.51;286;2;17;223;7;4101;888;10;7546
48.8375;267;32;12;583;5;3101;999;60;5928
36.21818182;321;5;3;237;8;4104;888;40;5422
0.5;263;32;12;24;5;3101;91;40;6576
43.38888889;263;14;2;24;12;3101;888;20;4306
41.85;524;14;12;94;5;6301;999;20;6416
26.6;469;32;3;24;12;6301;888;40;6647
31.4875;267;14;12;85;5;3101;888;40;5865
11.1;263;5;3;33;8;3101;888;40;4742
24.925;321;14;12;24;8;4104;555;20;6639
5.175;267;32;3;24;12;3101;888;20;3987
45.425;263;14;2;24;12;3101;888;20;4310
13.86666667;314;42;2;24;8;4104;888;20;6871
65.16666667;282;15;12;24;12;3106;888;60;6643
32.35;267;32;12;24;5;3101;31;60;6674
39.8375;530;32;12;598;5;6203;999;20;6087
3.475;321;14;12;113;8;4104;10;60;7438
2.3875;267;5;15;24;5;3101;10;20;8059
4.366666667;1065;2;17;834;8;10101;888;10;8182
5.133333333;263;32;15;65;5;3101;888;20;6365
50.8;524;14;15;603;7;6301;10;20;6709
0.44;267;5;12;24;7;3101;33;60;6414
8.422222222;1068;2;17;834;8;10101;888;10;7702
0.5;263;5;16;65;7;3101;888;10;8705
17.13333333;521;32;2;597;7;6301;888;40;6086
5.616666667;321;5;15;24;5;4104;160;20;7834
6.7625;267;14;16;85;5;3101;888;10;6848
5.825;267;42;12;24;5;3101;181;60;6451
17.32222222;267;32;12;24;7;3101;999;60;6694
8.911111111;263;14;18;85;7;3101;888;40;7402
26.49;515;2;17;595;7;6301;888;10;8200
13.175;286;14;12;98;8;4101;555;20;7459
12.78333333;321;5;12;24;8;4104;10;20;6989
18.15;321;14;2;113;5;4104;888;40;3864
30.5;321;14;12;24;5;4104;888;20;5333
24.15;495;15;2;579;12;6402;888;40;6317
0.5;495;5;15;579;5;6402;10;20;7707
31.16521739;267;32;15;24;5;3101;10;60;6256
16.11666667;267;17;3;24;5;3101;888;20;3720
16.68333333;464;32;12;585;7;6302;888;60;5236
42.91;324;14;12;237;7;4104;60;20;5433
18.03;495;15;1;579;12;6402;888;40;4447
28.36666667;469;32;12;585;7;6302;10;20;5668
9.425;321;32;16;24;7;4104;555;20;7868
33.5;568;28;15;516;5;6402;555;20;7740
34.95555556;321;14;12;33;3;4104;10;20;7088
12.125;321;14;2;24;8;4104;888;20;5434
25.61111111;311;28;21;515;7;6402;888;20;7805
40.85;267;17;2;24;5;3101;888;40;7281
0.5;263;32;12;65;5;3101;888;20;7097
0.6;576;34;3;585;12;6302;888;40;3930
9.1;469;32;15;596;5;6301;160;20;7792
9.37;321;5;15;24;7;4104;10;20;7981
38.93333333;321;12;15;33;7;4104;555;20;7763
67.66666667;521;22;1;94;12;6301;888;20;3643
4.905;515;2;16;596;7;6301;888;10;8691
0.5;263;14;18;65;7;3101;888;10;8143
50.65;321;12;12;98;7;4104;31;60;7164
0.542857143;267;32;12;24;5;3101;92;60;6636
0.6;267;5;3;24;12;3101;888;40;5259
63.7;321;14;12;113;5;4104;555;20;5041
18.71538462;508;14;12;585;7;6302;888;20;7167
22.38333333;324;28;16;515;5;4104;888;40;5795
8.175;263;2;11;85;12;3101;888;40;6523
24.15;324;14;12;94;5;6302;34;20;6134
28.9875;267;32;3;24;12;3101;888;40;4808
7.411111111;263;2;18;85;7;3101;888;10;8493
48.66153846;263;14;12;85;12;3101;34;20;5389
17.14;469;32;15;24;7;6301;10;40;6068
2.983333333;568;2;16;418;7;6402;888;10;8278
29.94;1065;2;14;834;8;10101;888;20;7316
2.433333333;290;2;17;834;8;10101;555;10;8388
21.425;469;2;12;597;5;6301;34;60;6537
38.14545455;321;12;12;237;5;4104;50;40;6942
11.2;321;14;15;24;8;4104;10;20;8392
1.4;263;14;16;85;8;3101;888;10;8209
8.125;263;14;17;65;7;3101;888;10;8247
2.366666667;267;42;12;24;5;3101;999;20;7108
29.4;263;14;12;85;7;3101;888;20;5842
20.45;469;32;15;597;5;6301;10;20;6912
23.43;321;5;3;24;12;4104;888;40;3215
36.33333333;321;12;17;33;7;4104;888;20;8256
6.12;267;42;16;24;8;3101;888;10;8139
1.228571429;321;32;16;33;8;4104;888;20;7335
5.9;267;32;15;24;0;3101;555;20;8114
10.78888889;263;14;2;33;5;3101;888;20;6552
23.27777778;263;14;12;65;7;3101;888;50;5718
25.46666667;469;32;15;24;5;6301;10;60;7062
33.37222222;299;17;12;237;5;4104;34;20;6663
52.37777778;267;14;12;24;5;3101;888;40;5254
35.32;321;14;15;113;8;4101;10;60;7945
26.9;263;14;3;85;7;3101;888;20;6045
49.91111111;263;2;17;65;7;3101;888;20;6547
15.58333333;321;14;2;98;8;4101;888;10;6297
12.98;573;28;14;579;7;6402;888;10;8563
20.73333333;263;32;3;24;8;3101;888;40;4877
26.02;469;17;1;583;12;6302;888;20;5521
8.7;263;5;2;24;5;3101;888;40;5493
25.6;537;28;16;602;7;6203;555;20;8657
8.8;263;15;11;24;5;3101;888;40;4760
41.4;263;14;1;24;5;3101;888;40;4333
30.32;469;32;14;834;5;10101;999;20;6605
13.52;303;17;2;579;7;6402;888;10;7026
16.04;508;2;15;585;7;6302;888;10;7528
20.68;267;14;3;94;8;3101;888;20;4512
14.125;267;32;14;24;5;3101;999;60;6516
5.8375;267;32;3;24;5;3101;888;40;4662
8.34;263;5;2;24;5;3101;888;40;5321
31.82222222;263;32;12;24;5;3101;41;60;5937
60.65;267;14;12;85;5;3101;888;20;5975
57.07;267;15;2;85;5;3101;999;40;5147
61.66666667;267;14;12;85;5;3101;999;40;6245
12.075;544;28;17;602;7;6202;888;10;8083
66.02352941;267;14;12;85;5;3101;92;60;6247
24.96666667;321;5;15;24;5;4104;91;40;6347
25.14444444;321;14;2;113;7;4104;888;40;6617
61.55;267;14;12;85;5;3101;92;60;6215
11.9;263;32;11;24;5;3101;888;20;6286
11.25555556;263;14;17;65;8;3101;888;10;8075
58.0875;267;14;12;85;5;3101;41;60;5538
70.4;267;14;2;85;5;3101;33;50;5732
2.244444444;267;5;16;85;8;3101;888;10;8749
56.42222222;263;14;15;65;5;3101;888;20;6347
11.7875;267;5;16;85;5;3101;888;10;7533
76.6;267;14;12;85;5;3101;92;60;5974
60.75;267;14;12;85;5;3101;31;40;7379
46.1875;267;14;16;85;5;3101;888;10;7951
36;321;14;12;33;3;4104;555;20;7033
3.855555556;263;2;18;85;8;3101;888;10;8607
36.8625;321;14;15;113;3;4104;160;20;7343
63.4125;267;14;12;85;5;3101;92;60;6073
0.45;263;2;18;85;7;3101;888;20;6926
0.366666667;263;36;15;24;8;3101;888;20;7630
42.48;521;15;14;597;5;6301;888;40;7045
12.01666667;1065;2;18;834;7;10101;888;10;7986
5.22;267;32;12;24;5;3101;888;20;6566
20.51428571;314;32;16;24;8;4104;888;10;7743
25.55;321;14;12;94;5;6302;888;60;7080
56.38888889;263;2;3;65;5;3101;888;50;5154
32.6875;521;5;1;597;5;6301;888;40;5631
0.5;267;14;12;24;7;3101;555;20;7852
13.76;321;14;4;113;12;4104;888;40;2937
3.433333333;267;32;5;24;12;3101;888;40;2893
0.566666667;263;42;16;24;8;3101;888;10;8204
0.455555556;263;32;16;24;8;3101;888;10;7317
15.5;314;42;12;24;8;4104;33;60;7647
10.46666667;530;28;16;85;8;6203;888;10;8802
7.98;321;32;2;602;8;10101;888;50;5476
32.625;530;28;15;603;5;6203;555;20;5730
20.61428571;530;28;16;603;7;6203;555;20;7409
20.5;263;14;1;85;12;3101;888;40;4362
53.14285714;524;32;15;94;5;6301;888;40;6458
25.925;321;14;127;113;5;6302;888;40;5314
0.4125;263;14;2;65;12;3101;888;20;3786
9.24;321;14;3;113;12;4104;888;10;2937
19.61111111;263;14;2;85;12;3101;888;20;4673
39.42;321;14;2;24;8;4104;888;20;5895
21.5;513;2;15;595;7;6301;160;20;7566
20.86;321;14;12;113;5;6302;91;60;6468
3.04;290;2;15;747;8;10101;10;10;8365
0.455555556;263;14;18;65;7;3101;888;10;8119
30.86;521;15;3;598;12;6301;888;40;6388
16.83;263;14;2;24;12;3101;888;20;5211
47.95;267;14;12;85;5;3101;92;50;5399
7.35;1065;2;15;834;8;10101;10;20;7673
15.66;267;17;16;85;5;3101;888;10;5764
11.95;508;14;3;94;7;6302;888;40;3011
3.913333333;267;42;3;24;8;3101;888;50;5732
6.94;321;32;3;85;12;6203;888;40;3217
13.41666667;321;32;3;85;12;6203;888;40;3544
24.8;267;14;12;85;5;3101;999;40;6626
3.2;263;2;17;65;7;3101;888;10;8090
16.36;521;14;15;94;5;6301;888;10;6817
0.45;508;14;15;585;7;6302;888;40;6917
40.75;521;5;2;597;5;6301;888;40;6795
18.86666667;321;32;3;85;12;6203;888;20;4304
0.411111111;263;32;3;33;7;3101;555;20;4990
8.683333333;521;34;15;596;7;6301;555;10;7337
8.51;469;5;3;597;7;6301;888;40;5195
75.25;267;17;16;85;7;3101;888;10;7965
28;521;15;12;598;12;6301;888;10;5502
4.8;263;5;15;24;5;3101;888;40;7249
26.02222222;267;17;17;24;7;3101;888;40;7164
16.56666667;267;5;16;85;5;3101;888;10;8717
10.25;559;2;17;615;8;6202;888;10;8761
72.55;282;15;13;94;12;3103;999;20;6816
9.177777778;263;14;3;85;5;3101;888;10;7506
17.575;321;32;16;113;8;6203;888;20;8014
36;263;14;12;85;5;3101;888;50;4535
51.01666667;267;14;12;85;5;3101;31;60;5735
36.78571429;263;2;18;85;7;3101;888;10;7276
36.6;324;26;2;516;5;4104;888;40;5668
34.44;263;14;14;65;5;3101;555;20;5480
38.3375;267;14;15;85;5;3101;555;20;6561
1.3;267;14;12;85;5;3101;888;60;6076
46.91111111;267;15;21;526;5;3101;888;10;7049
33.03;267;14;12;520;5;3103;33;60;5118
1.066666667;267;5;11;24;5;3101;888;40;7028
3.7;267;32;3;94;12;3101;888;20;4038
7.1;263;14;10;24;12;3101;888;40;4124
51.1875;267;32;12;24;5;3101;92;60;5867
35.14;267;32;12;24;5;3101;999;40;8428
8.8;469;5;2;24;7;6301;888;20;5264
21.15;263;14;2;24;13;3101;888;20;5528
27.03333333;263;14;2;85;12;3101;888;20;5532
23.3;521;34;15;597;5;6301;10;20;7355
36.66666667;324;26;12;516;5;4104;41;60;6174
0.42;521;22;3;597;13;6301;888;20;6290
3.84;521;22;3;597;13;6301;888;20;6290
9.19;314;32;16;24;8;4104;888;10;8665
15.45;321;14;15;24;8;6203;10;20;7191
58.47777778;267;32;12;94;12;3101;888;10;6017
23.775;521;34;3;597;7;6301;888;40;5410
33.6;324;32;12;579;7;4104;555;20;5341
37.54444444;324;32;12;579;7;4104;34;20;6360
26.2;267;5;16;24;5;3101;888;10;8458
8.4;498;2;17;659;7;10101;888;10;8875
3.32;1068;2;17;762;8;10101;888;10;7738
18.1875;521;5;15;596;5;6301;10;20;7196
16.8;267;17;2;94;5;3101;888;40;6222
61.8125;267;14;12;85;5;3101;31;20;6292
45.38571429;267;14;12;94;5;3106;888;50;5154
18.8375;267;14;2;24;5;3101;888;40;6095
48.1;263;14;2;24;8;3101;888;40;4071
5.8625;469;17;15;597;5;6301;888;20;6759
19.4875;321;14;12;85;8;6203;34;60;7152
21.4;263;14;11;85;13;3101;888;40;6827
7.5;521;34;2;24;7;6301;888;40;3279
10.7;469;5;3;24;7;6301;888;40;4064
20.275;321;14;3;113;8;6203;888;20;3879
21.04;321;32;12;602;8;6203;33;60;5486
37.4;321;14;12;24;8;6203;999;60;7192
4.3125;469;14;14;834;8;10101;555;20;6749
11.1875;1068;2;17;762;8;10101;888;10;7523
20.66666667;263;2;3;65;7;3101;888;50;5578
7.94;263;14;10;85;13;3101;888;20;8247
23.15714286;321;14;15;85;8;6203;999;60;7367
21.9875;321;14;12;85;8;6203;10;20;6731
4.15;324;22;3;24;12;4104;888;40;3651
35.45;524;14;15;94;5;6301;555;20;7401
0.3;321;32;12;113;7;6203;999;60;6664
0.525;263;14;16;85;7;3101;888;10;6460
53.41428571;521;17;12;596;5;6301;555;20;6502
17.9375;469;5;15;597;5;6301;10;20;7095
0.6125;267;32;3;24;12;3101;888;40;4216
22.325;267;5;16;85;5;3101;888;10;8345
47.9125;521;14;12;597;5;6301;555;20;6672
0.88;521;32;3;24;5;6301;888;40;5470
11.1;267;32;16;602;12;6202;888;10;6599
0.5;263;14;3;24;12;3101;888;50;4738
19.84444444;263;14;12;24;5;3101;999;20;6325
39.64;1065;2;13;834;8;10101;555;20;6919
5.855555556;263;5;2;24;5;3101;888;40;4438
16.175;267;5;16;85;5;3101;888;10;8372
9.4;469;5;2;24;7;6301;888;40;4671
44.26;521;34;12;597;12;6301;10;20;6892
25.94444444;495;28;2;579;5;6402;888;30;6106
28.71111111;324;5;3;24;5;4104;888;20;5358
32.01428571;508;2;15;585;5;6301;160;20;6683
45.8875;282;17;13;791;12;3106;160;20;7266
28.82;282;17;13;796;12;3106;999;20;7589
9.4125;256;14;2;583;7;3103;888;10;8031
50.61428571;256;14;15;519;12;3103;555;20;7182
5.84;1065;2;18;834;8;10101;888;10;7795
19.89;544;28;16;602;5;6203;888;20;8492
4.677777778;537;28;16;602;7;6203;888;10;8753
8.95625;559;2;16;608;8;3103;888;20;8667
4.15;1068;2;17;807;7;3103;888;10;8927
4.7;557;14;16;607;7;3103;888;10;8893
3.84;290;2;15;752;8;10101;888;20;8209
4.661538462;503;3;17;807;8;10101;888;10;8282
10.16666667;1068;2;17;752;8;10101;888;10;8640
4.366666667;1068;2;17;752;8;10101;888;10;8751
2.985714286;1068;2;17;752;8;10101;888;20;8286
3.733333333;1065;2;17;834;8;10101;888;10;8271
5.54;1065;2;17;834;8;10101;888;10;8079
3.525;557;4;17;612;7;6202;888;10;7928
7.7;290;2;17;834;8;10101;888;10;7739
30.55;544;17;15;602;8;6203;555;20;7607
7.095238095;557;14;16;612;7;3103;888;10;8517
7.375;559;2;15;612;7;6202;555;20;8417
4.475;559;3;17;615;7;6202;888;10;8375
8.425;557;3;17;612;7;6202;888;10;8007
1.171428571;557;2;17;612;7;6202;888;10;8117
50;537;28;17;602;5;6203;888;10;7558
70.22857143;530;17;12;94;5;6203;555;20;8500
17.875;286;2;17;515;7;6402;888;10;8436
51.45714286;521;32;12;597;7;6301;888;20;6162
72.505;524;17;12;598;5;6301;888;60;5969
7.7;290;14;15;223;7;6402;10;20;7890
42.6875;521;32;15;596;5;6301;888;20;7274
75.9;311;14;15;516;8;4101;888;20;7417
14.525;495;32;15;579;7;6402;555;10;7775
37.7;521;5;11;597;5;6301;888;20;6963
9.733333333;495;32;16;579;7;6402;888;20;8109
22.74444444;495;28;16;579;7;6402;888;20;7068
21.5;299;14;17;317;7;4104;888;10;7276
28.8875;544;32;12;604;5;6203;10;20;6566
4.411111111;505;2;16;583;7;6302;888;10;8431
31.73333333;557;34;17;612;5;6201;888;10;7994
27.86;544;28;15;607;7;6203;888;20;7123
33.8;524;2;12;597;5;6301;34;60;7145
18.44444444;576;2;15;583;7;6302;10;20;7978
25.116;495;5;16;579;8;6402;888;10;8092
54.08;544;32;2;603;7;6203;555;10;7271
5.6;1068;2;17;752;7;10101;888;10;8320
2.9;290;2;15;845;8;10101;888;10;7722
5.02;1065;2;17;833;8;10101;888;10;8910
23.575;508;2;15;585;7;6302;10;20;7229
16.25;286;17;15;514;5;6402;10;20;7960
45.86666667;286;17;12;514;5;6402;10;20;6148
7.5;517;2;13;596;5;6301;110;40;7257
14.2;469;17;12;579;7;6402;888;20;7719
14.492;495;32;2;579;7;6402;888;40;6908
33.76;286;17;2;514;8;4101;888;10;7308
14.04;515;2;15;596;7;6301;888;20;6774
14.31666667;515;2;18;596;7;6301;888;10;7392
8.3;299;14;15;317;7;4104;10;20;7327
27.775;544;28;15;607;5;6203;160;20;7276
43.62;535;28;2;604;7;6203;888;20;6792
6.175;515;2;17;596;7;6301;888;10;8216
6.28;1065;2;18;834;8;10101;888;10;8439
4.52;502;2;15;608;8;3103;888;10;7837
9.066666667;557;32;15;608;7;3103;10;20;8260
2.8125;559;2;17;615;8;6202;888;10;8168
6.7;573;17;12;583;7;6402;33;60;6694
7.088888889;557;2;17;610;7;6201;888;10;8779
36.3875;521;17;15;597;12;6301;10;20;6974
22.22;303;5;2;579;7;6402;888;20;7624
7.35;286;17;16;514;8;4101;888;10;8867
1.916666667;515;5;17;596;7;6301;888;10;8212
4.08;1065;3;17;615;7;10101;888;10;7461
14.9;537;28;15;603;7;6203;555;20;7966
44.21428571;530;28;15;603;7;6203;10;20;7814
22.05333333;530;34;12;598;5;6203;31;60;6983
4.49375;1065;2;18;833;8;10101;888;10;8092
2.59;299;4;3;317;8;4103;888;20;6956
0.6;263;5;3;24;12;3101;888;40;4810
22.7;263;14;2;85;12;3101;888;40;6778
0.971428571;515;2;16;596;7;6301;888;10;7894
0.5;263;5;3;24;12;3101;888;40;5816
38.47777778;324;26;3;516;5;4104;888;20;5257
10.74285714;321;2;12;24;7;10101;10;20;7465
22.23333333;569;32;3;24;12;6402;888;40;4799
32.725;524;2;12;598;5;6301;41;60;6544
26.3625;469;32;3;24;12;6301;888;40;2028
38.41111111;324;26;12;94;5;4104;92;60;5426
8.48;1068;2;17;747;8;10101;888;10;8577
36.86666667;267;5;12;33;5;3101;888;60;6857
1.177777778;263;36;12;33;7;3101;888;60;5830
0.62;263;32;3;65;7;3101;888;40;5643
0.5;263;5;3;24;12;3101;888;20;7154
8.4;265;32;3;659;12;10101;888;40;4092
0.5;263;32;12;24;5;3101;10;20;6692
25.3;521;22;1;597;13;6301;888;40;4278
4.8875;559;2;18;615;7;6201;888;10;8667
6.466666667;559;2;15;615;7;6201;160;60;7885
39.7;521;14;3;598;5;6301;888;40;4471
6.1;530;32;3;603;5;6203;888;40;5720
8.323529412;502;2;16;615;7;6201;888;20;8328
7.75;548;4;16;610;7;6201;888;10;7882
35.05714286;263;14;12;85;5;3101;888;50;5385
13.01875;559;2;18;807;7;6201;888;10;8823
40.42222222;263;14;15;85;5;3101;999;20;5889
42.05;263;14;11;85;5;3101;888;20;5862
1.5875;263;5;12;24;5;3101;92;60;7029
8.025;267;5;3;85;8;3101;888;40;4644
12.2;267;5;3;85;8;3101;888;20;6115
4.622222222;263;2;17;85;7;3101;555;20;7888
11.8;267;5;2;85;8;3101;888;20;6746
0.966666667;263;14;16;85;7;3101;888;20;8820
13.27777778;263;14;12;24;5;3101;999;40;4836
17.58888889;263;14;3;65;7;3101;888;40;4882
54.62222222;263;14;3;85;5;3101;888;40;4635
67.26666667;263;14;11;24;5;3101;888;20;5168
32.18888889;263;2;12;65;7;3101;888;40;7604
0.525;263;22;3;85;13;3101;888;10;4645
4;263;22;1;65;13;3101;888;10;4321
57.78888889;267;5;12;85;5;3101;888;60;6060
32.15;267;5;12;752;5;10101;33;60;5931
2.48;263;14;4;65;13;3101;888;20;4508
14.38333333;521;22;3;597;13;6301;888;40;2561
0.5;263;14;3;65;13;3101;888;10;5106
78;263;14;12;65;5;3101;60;50;5258
53.97692308;263;14;2;24;5;3101;888;50;5025
38.76666667;263;2;12;65;5;3101;888;40;4578
0.528571429;263;32;12;33;5;3101;31;60;6219
0.5;263;32;2;836;5;3101;888;40;4240
51.1;263;5;3;24;5;3101;888;40;5509
24.04444444;263;14;3;24;12;3101;888;40;3827
20.75;263;14;2;65;13;3101;888;10;6883
1.1;263;14;11;65;12;3101;888;40;5885
0.5;469;14;3;24;13;6301;888;40;4805
33.3;263;14;12;24;5;3101;888;50;5493
0.5;263;5;2;24;13;3101;888;20;5009
0.888888889;263;5;12;33;5;3101;888;40;6587
5.5;263;14;3;65;13;3101;888;20;5014
51.3875;263;14;3;24;13;3101;888;40;3423
9.133333333;263;14;10;85;13;3101;888;20;6026
54.98;469;2;2;24;5;6301;888;20;4266
21.58;265;29;3;444;5;3101;888;40;4914
19.55789474;263;14;12;24;5;3101;888;10;5668
14.46666667;263;14;12;65;5;3101;888;50;4434
65.74;263;14;1;24;12;3101;888;40;3676
49.18571429;508;15;12;585;5;6302;888;40;5739
13.02;469;32;3;24;12;6301;888;40;3675
9.483333333;469;32;2;24;12;6301;888;40;4297
61.02222222;263;14;12;85;5;3101;160;60;4678
0.5;263;32;15;24;5;3101;10;60;6984
1.5;263;14;10;85;13;3101;888;20;6739
0.633333333;263;32;12;24;5;3101;10;20;6140
12.98888889;263;32;2;33;5;3101;888;20;6576
1.25;263;2;18;65;7;3101;888;10;8326
0.583333333;467;22;1;597;13;6301;888;50;4138
23.58888889;263;14;10;85;12;3101;888;40;5664
29.28571429;521;15;12;597;5;6301;80;50;6471
43.01666667;524;14;12;603;5;6301;80;60;6455
17.98;263;32;12;24;5;3101;888;40;5886
45.33333333;263;14;1;85;12;3101;888;40;4715
31.54210526;263;14;11;65;5;3101;140;40;5037
37.05555556;263;14;16;65;5;3101;888;40;7608
72.15714286;265;14;12;444;5;3101;92;60;5919
42.47777778;263;2;3;24;12;3101;888;40;4293
7.06;263;14;18;65;7;3101;888;10;5488
0.5;263;12;3;33;5;3101;888;40;6745
30.1875;263;14;15;85;5;3101;999;40;5989
12.57692308;263;32;2;24;5;3101;888;40;5716
23.75555556;263;14;3;24;5;3101;888;40;5333
55.47777778;263;14;12;24;5;3101;888;40;5886
11.8;263;5;11;65;13;3101;888;20;6535
46.85;263;14;12;24;5;3101;888;20;5767
21.85;263;2;2;24;12;3101;888;40;4327
55.31111111;265;14;12;834;5;3101;888;40;5636
33.48888889;263;15;2;834;5;3101;888;40;4504
0.685714286;469;22;3;24;13;6301;888;40;4596
38.65555556;263;2;17;65;7;3101;888;10;8166
26.9;263;14;15;65;7;3101;160;60;7657
26.0875;263;2;17;65;7;3101;888;10;7267
73.59;263;14;12;24;5;3101;10;60;5558
46.7;263;14;12;24;5;3101;555;20;6428
10.21666667;469;32;3;24;13;6301;888;40;4781
21.92941176;263;14;12;24;5;3101;888;20;5934
49.625;263;5;2;24;12;3101;888;10;5549
35.3;263;2;18;65;7;3101;888;10;6628
65.11111111;263;14;12;444;5;3101;33;60;5803
33.47777778;263;14;2;24;5;3101;888;60;6125
28.3;263;2;3;65;7;3101;888;20;4230
9.466666667;263;2;17;85;7;3101;888;10;7744
14.74;548;17;3;610;7;6203;888;40;5795
12.3;515;2;15;596;5;6301;555;10;7545
8.8;508;2;3;585;7;6302;888;20;4910
0.5;267;32;12;24;5;3101;92;20;7235
9.866666667;321;42;2;98;12;4101;888;40;6498
7.1625;267;12;15;85;8;3101;555;10;7754
0.5;267;5;15;24;5;3101;555;20;8056
0.566666667;267;32;12;24;5;3101;555;10;6724
50.86;321;12;3;516;5;4104;888;20;5843
15.875;321;14;3;24;8;4104;888;40;3016
0.55;267;32;15;24;5;3101;999;20;6515
49.88;544;32;12;607;5;6203;160;20;7629
0.5;267;32;12;24;5;3101;34;60;6931
1.083333333;469;22;3;24;13;6301;888;40;3342
34.05555556;544;28;11;603;7;6203;888;20;6436
10.1;1065;2;14;615;8;10101;555;20;7629
8.08;267;42;12;24;5;3101;999;40;6647
8.3625;469;32;3;24;12;6301;888;40;4961
34.42222222;495;15;12;579;5;6402;34;50;6102
3.87;467;2;3;612;7;6201;888;40;3028
0.533333333;267;14;16;24;7;3101;888;20;7527
16.18888889;267;14;16;24;7;3101;888;20;7527
11.8375;267;2;10;752;12;10101;888;10;7329
10.825;256;17;13;24;12;3103;110;20;7479
21.8375;321;14;16;98;8;4104;888;10;7887
20.86666667;267;17;17;999;11;3101;888;10;7688
29.45;537;34;16;604;7;6203;888;10;7881
17.46;267;5;12;85;5;3101;999;20;8092
7.45;521;46;17;597;7;6301;888;10;8390
12.73333333;290;17;2;98;8;4101;888;10;4708
29.26;508;2;12;585;7;6302;888;20;6544
26.66666667;321;14;3;24;5;4104;888;40;5005
0.85;521;32;3;597;7;6301;888;20;5753
17.13076923;521;22;10;597;13;6301;888;10;4797
10.75;267;2;16;85;8;3101;888;10;7241
20.68;256;17;13;520;12;3103;110;20;7651
13.65;267;42;2;791;7;3101;888;40;5184
22.175;263;32;16;24;12;3101;888;10;5939
11.35;263;2;3;85;8;3101;888;40;3599
45.22;267;14;12;24;8;3101;888;40;5728
11.475;263;15;16;33;12;3101;888;20;7901
64.975;508;2;15;585;5;6302;555;10;7027
13.38571429;505;17;15;579;7;6302;10;20;7225
10.59375;559;2;17;615;7;6201;888;10;8647
23.75555556;530;14;16;603;5;6203;888;10;6806
51.88888889;530;14;12;94;5;6301;888;40;6571
23.75;469;32;3;607;7;6203;888;40;5801
53.43333333;521;5;3;597;5;6301;555;10;6353
0.6;267;14;16;85;5;3101;888;10;8459
57.23333333;516;2;16;596;7;6301;888;10;8035
14.85;321;14;1;98;8;4104;888;20;4618
4.8;263;12;3;85;5;3101;888;40;7006
32.16;263;32;12;24;5;3101;888;50;6257
21.53333333;524;5;16;94;5;6203;555;20;7281
3.266666667;1068;32;15;752;8;10101;555;10;7705
28.45555556;267;42;12;24;5;3101;999;20;7176
0.5;287;14;1;999;8;4101;888;40;3713
5.7;267;32;15;24;12;3101;555;20;5826
13.08;267;14;16;24;12;3101;888;10;6638
0.5;263;5;3;24;13;3101;888;40;4166
8.6375;263;14;3;85;7;3101;888;40;4396
3.48;524;5;15;598;5;6301;555;20;7030
2.38125;557;3;17;612;8;6202;888;10;7780
19.56666667;530;32;3;602;7;6203;888;40;6744
39.45;469;32;3;596;12;6301;888;40;3574
10.675;524;34;3;598;5;6301;888;20;6660
